SFO_MV,MV_SFO,time_sec
33.0,35.0,10537200
22.0,19.0,10540800
18.0,10.0,10544400
19.0,7.0,10548000
23.0,7.0,10551600
41.0,11.0,10555200
78.0,26.0,10558800
91.0,48.0,10562400
92.0,71.0,10566000
88.0,75.0,10569600
82.0,72.0,10573200
79.0,72.0,10576800
74.0,76.0,10580400
68.0,82.0,10584000
66.0,88.0,10587600
68.0,97.0,10591200
68.0,95.0,10594800
73.0,92.0,10598400
75.0,89.0,10602000
68.0,89.0,10605600
54.0,82.0,10609200
49.0,69.0,10612800
48.0,61.0,10616400
44.0,49.0,10620000
33.0,35.0,10623600
22.0,19.0,10627200
18.0,10.0,10630800
19.0,7.0,10634400
23.0,7.0,10638000
41.0,11.0,10641600
78.0,26.0,10645200
91.0,48.0,10648800
92.0,71.0,10652400
88.0,75.0,10656000
82.0,72.0,10659600
79.0,72.0,10663200
74.0,76.0,10666800
68.0,82.0,10670400
66.0,88.0,10674000
68.0,97.0,10677600
68.0,95.0,10681200
73.0,92.0,10684800
75.0,89.0,10688400
68.0,89.0,10692000
54.0,82.0,10695600
49.0,69.0,10699200
48.0,61.0,10702800
44.0,49.0,10706400
33.0,35.0,10710000
22.0,19.0,10713600
18.0,10.0,10717200
19.0,7.0,10720800
23.0,7.0,10724400
41.0,11.0,10728000
78.0,26.0,10731600
91.0,48.0,10735200
92.0,71.0,10738800
88.0,75.0,10742400
82.0,72.0,10746000
79.0,72.0,10749600
74.0,76.0,10753200
68.0,82.0,10756800
66.0,88.0,10760400
68.0,97.0,10764000
68.0,95.0,10767600
73.0,92.0,10771200
75.0,89.0,10774800
68.0,89.0,10778400
54.0,82.0,10782000
49.0,69.0,10785600
48.0,61.0,10789200
44.0,49.0,10792800
33.0,35.0,10796400
22.0,19.0,10800000
18.0,10.0,10803600
19.0,7.0,10807200
23.0,7.0,10810800
41.0,11.0,10814400
78.0,26.0,10818000
91.0,48.0,10821600
92.0,71.0,10825200
88.0,75.0,10828800
82.0,72.0,10832400
79.0,72.0,10836000
74.0,76.0,10839600
68.0,82.0,10843200
66.0,88.0,10846800
68.0,97.0,10850400
68.0,95.0,10854000
73.0,92.0,10857600
75.0,89.0,10861200
68.0,89.0,10864800
54.0,82.0,10868400
49.0,69.0,10872000
48.0,61.0,10875600
44.0,49.0,10879200
33.0,35.0,10882800
22.0,19.0,10886400
18.0,10.0,10890000
19.0,7.0,10893600
23.0,7.0,10897200
41.0,11.0,10900800
78.0,26.0,10904400
91.0,48.0,10908000
92.0,71.0,10911600
88.0,75.0,10915200
82.0,72.0,10918800
79.0,72.0,10922400
74.0,76.0,10926000
68.0,82.0,10929600
66.0,88.0,10933200
68.0,97.0,10936800
68.0,95.0,10940400
73.0,92.0,10944000
75.0,89.0,10947600
68.0,89.0,10951200
54.0,82.0,10954800
49.0,69.0,10958400
48.0,61.0,10962000
44.0,49.0,10965600
33.0,35.0,10969200
22.0,19.0,10972800
18.0,10.0,10976400
19.0,7.0,10980000
23.0,7.0,10983600
41.0,11.0,10987200
78.0,26.0,10990800
91.0,48.0,10994400
92.0,71.0,10998000
88.0,75.0,11001600
82.0,72.0,11005200
79.0,72.0,11008800
74.0,76.0,11012400
68.0,82.0,11016000
66.0,88.0,11019600
68.0,97.0,11023200
68.0,95.0,11026800
73.0,92.0,11030400
75.0,89.0,11034000
68.0,89.0,11037600
54.0,82.0,11041200
49.0,69.0,11044800
48.0,61.0,11048400
44.0,49.0,11052000
33.0,35.0,11055600
22.0,19.0,11059200
18.0,10.0,11062800
19.0,7.0,11066400
23.0,7.0,11070000
41.0,11.0,11073600
78.0,26.0,11077200
91.0,48.0,11080800
92.0,71.0,11084400
88.0,75.0,11088000
82.0,72.0,11091600
79.0,72.0,11095200
74.0,76.0,11098800
68.0,82.0,11102400
66.0,88.0,11106000
68.0,97.0,11109600
68.0,95.0,11113200
73.0,92.0,11116800
75.0,89.0,11120400
68.0,89.0,11124000
54.0,82.0,11127600
49.0,69.0,11131200
48.0,61.0,11134800
44.0,49.0,11138400
33.0,35.0,11142000
22.0,19.0,11145600
18.0,10.0,11149200
19.0,7.0,11152800
23.0,7.0,11156400
41.0,11.0,11160000
78.0,26.0,11163600
91.0,48.0,11167200
92.0,71.0,11170800
88.0,75.0,11174400
82.0,72.0,11178000
79.0,72.0,11181600
74.0,76.0,11185200
68.0,82.0,11188800
66.0,88.0,11192400
68.0,97.0,11196000
68.0,95.0,11199600
73.0,92.0,11203200
75.0,89.0,11206800
68.0,89.0,11210400
54.0,82.0,11214000
49.0,69.0,11217600
48.0,61.0,11221200
44.0,49.0,11224800
33.0,35.0,11228400
22.0,19.0,11232000
18.0,10.0,11235600
19.0,7.0,11239200
23.0,7.0,11242800
41.0,11.0,11246400
78.0,26.0,11250000
91.0,48.0,11253600
92.0,71.0,11257200
88.0,75.0,11260800
82.0,72.0,11264400
79.0,72.0,11268000
74.0,76.0,11271600
68.0,82.0,11275200
66.0,88.0,11278800
68.0,97.0,11282400
68.0,95.0,11286000
73.0,92.0,11289600
75.0,89.0,11293200
68.0,89.0,11296800
54.0,82.0,11300400
49.0,69.0,11304000
48.0,61.0,11307600
44.0,49.0,11311200
33.0,35.0,11314800
22.0,19.0,11318400
18.0,10.0,11322000
19.0,7.0,11325600
23.0,7.0,11329200
41.0,11.0,11332800
78.0,26.0,11336400
91.0,48.0,11340000
92.0,71.0,11343600
88.0,75.0,11347200
82.0,72.0,11350800
79.0,72.0,11354400
74.0,76.0,11358000
68.0,82.0,11361600
66.0,88.0,11365200
68.0,97.0,11368800
68.0,95.0,11372400
73.0,92.0,11376000
75.0,89.0,11379600
68.0,89.0,11383200
54.0,82.0,11386800
49.0,69.0,11390400
48.0,61.0,11394000
44.0,49.0,11397600
33.0,35.0,11401200
22.0,19.0,11404800
18.0,10.0,11408400
19.0,7.0,11412000
23.0,7.0,11415600
41.0,11.0,11419200
78.0,26.0,11422800
91.0,48.0,11426400
92.0,71.0,11430000
88.0,75.0,11433600
82.0,72.0,11437200
79.0,72.0,11440800
74.0,76.0,11444400
68.0,82.0,11448000
66.0,88.0,11451600
68.0,97.0,11455200
68.0,95.0,11458800
73.0,92.0,11462400
75.0,89.0,11466000
68.0,89.0,11469600
54.0,82.0,11473200
49.0,69.0,11476800
48.0,61.0,11480400
44.0,49.0,11484000
33.0,35.0,11487600
22.0,19.0,11491200
18.0,10.0,11494800
19.0,7.0,11498400
23.0,7.0,11502000
41.0,11.0,11505600
78.0,26.0,11509200
91.0,48.0,11512800
92.0,71.0,11516400
88.0,75.0,11520000
82.0,72.0,11523600
79.0,72.0,11527200
74.0,76.0,11530800
68.0,82.0,11534400
66.0,88.0,11538000
68.0,97.0,11541600
68.0,95.0,11545200
73.0,92.0,11548800
75.0,89.0,11552400
68.0,89.0,11556000
54.0,82.0,11559600
49.0,69.0,11563200
48.0,61.0,11566800
44.0,49.0,11570400
33.0,35.0,11574000
22.0,19.0,11577600
18.0,10.0,11581200
19.0,7.0,11584800
23.0,7.0,11588400
41.0,11.0,11592000
78.0,26.0,11595600
91.0,48.0,11599200
92.0,71.0,11602800
88.0,75.0,11606400
82.0,72.0,11610000
79.0,72.0,11613600
74.0,76.0,11617200
68.0,82.0,11620800
66.0,88.0,11624400
68.0,97.0,11628000
68.0,95.0,11631600
73.0,92.0,11635200
75.0,89.0,11638800
68.0,89.0,11642400
54.0,82.0,11646000
49.0,69.0,11649600
48.0,61.0,11653200
44.0,49.0,11656800
33.0,35.0,11660400
22.0,19.0,11664000
18.0,10.0,11667600
19.0,7.0,11671200
23.0,7.0,11674800
41.0,11.0,11678400
78.0,26.0,11682000
91.0,48.0,11685600
92.0,71.0,11689200
88.0,75.0,11692800
82.0,72.0,11696400
79.0,72.0,11700000
74.0,76.0,11703600
68.0,82.0,11707200
66.0,88.0,11710800
68.0,97.0,11714400
68.0,95.0,11718000
73.0,92.0,11721600
75.0,89.0,11725200
68.0,89.0,11728800
54.0,82.0,11732400
49.0,69.0,11736000
48.0,61.0,11739600
44.0,49.0,11743200
33.0,35.0,11746800
22.0,19.0,11750400
18.0,10.0,11754000
19.0,7.0,11757600
23.0,7.0,11761200
41.0,11.0,11764800
78.0,26.0,11768400
91.0,48.0,11772000
92.0,71.0,11775600
88.0,75.0,11779200
82.0,72.0,11782800
79.0,72.0,11786400
74.0,76.0,11790000
68.0,82.0,11793600
66.0,88.0,11797200
68.0,97.0,11800800
68.0,95.0,11804400
73.0,92.0,11808000
75.0,89.0,11811600
68.0,89.0,11815200
54.0,82.0,11818800
49.0,69.0,11822400
48.0,61.0,11826000
44.0,49.0,11829600
33.0,35.0,11833200
22.0,19.0,11836800
18.0,10.0,11840400
19.0,7.0,11844000
23.0,7.0,11847600
41.0,11.0,11851200
78.0,26.0,11854800
91.0,48.0,11858400
92.0,71.0,11862000
88.0,75.0,11865600
82.0,72.0,11869200
79.0,72.0,11872800
74.0,76.0,11876400
68.0,82.0,11880000
66.0,88.0,11883600
68.0,97.0,11887200
68.0,95.0,11890800
73.0,92.0,11894400
75.0,89.0,11898000
68.0,89.0,11901600
54.0,82.0,11905200
49.0,69.0,11908800
48.0,61.0,11912400
44.0,49.0,11916000
33.0,35.0,11919600
22.0,19.0,11923200
18.0,10.0,11926800
19.0,7.0,11930400
23.0,7.0,11934000
41.0,11.0,11937600
78.0,26.0,11941200
91.0,48.0,11944800
92.0,71.0,11948400
88.0,75.0,11952000
82.0,72.0,11955600
79.0,72.0,11959200
74.0,76.0,11962800
68.0,82.0,11966400
66.0,88.0,11970000
68.0,97.0,11973600
68.0,95.0,11977200
73.0,92.0,11980800
75.0,89.0,11984400
68.0,89.0,11988000
54.0,82.0,11991600
49.0,69.0,11995200
48.0,61.0,11998800
44.0,49.0,12002400
33.0,35.0,12006000
22.0,19.0,12009600
18.0,10.0,12013200
19.0,7.0,12016800
23.0,7.0,12020400
41.0,11.0,12024000
78.0,26.0,12027600
91.0,48.0,12031200
92.0,71.0,12034800
88.0,75.0,12038400
82.0,72.0,12042000
79.0,72.0,12045600
74.0,76.0,12049200
68.0,82.0,12052800
66.0,88.0,12056400
68.0,97.0,12060000
68.0,95.0,12063600
73.0,92.0,12067200
75.0,89.0,12070800
68.0,89.0,12074400
54.0,82.0,12078000
49.0,69.0,12081600
48.0,61.0,12085200
44.0,49.0,12088800
33.0,35.0,12092400
22.0,19.0,12096000
18.0,10.0,12099600
19.0,7.0,12103200
23.0,7.0,12106800
41.0,11.0,12110400
78.0,26.0,12114000
91.0,48.0,12117600
92.0,71.0,12121200
88.0,75.0,12124800
82.0,72.0,12128400
79.0,72.0,12132000
74.0,76.0,12135600
68.0,82.0,12139200
66.0,88.0,12142800
68.0,97.0,12146400
68.0,95.0,12150000
73.0,92.0,12153600
75.0,89.0,12157200
68.0,89.0,12160800
54.0,82.0,12164400
49.0,69.0,12168000
48.0,61.0,12171600
44.0,49.0,12175200
33.0,35.0,12178800
22.0,19.0,12182400
18.0,10.0,12186000
19.0,7.0,12189600
23.0,7.0,12193200
41.0,11.0,12196800
78.0,26.0,12200400
91.0,48.0,12204000
92.0,71.0,12207600
88.0,75.0,12211200
82.0,72.0,12214800
79.0,72.0,12218400
74.0,76.0,12222000
68.0,82.0,12225600
66.0,88.0,12229200
68.0,97.0,12232800
68.0,95.0,12236400
73.0,92.0,12240000
75.0,89.0,12243600
68.0,89.0,12247200
54.0,82.0,12250800
49.0,69.0,12254400
48.0,61.0,12258000
44.0,49.0,12261600
33.0,35.0,12265200
22.0,19.0,12268800
18.0,10.0,12272400
19.0,7.0,12276000
23.0,7.0,12279600
41.0,11.0,12283200
78.0,26.0,12286800
91.0,48.0,12290400
92.0,71.0,12294000
88.0,75.0,12297600
82.0,72.0,12301200
79.0,72.0,12304800
74.0,76.0,12308400
68.0,82.0,12312000
66.0,88.0,12315600
68.0,97.0,12319200
68.0,95.0,12322800
73.0,92.0,12326400
75.0,89.0,12330000
68.0,89.0,12333600
54.0,82.0,12337200
49.0,69.0,12340800
48.0,61.0,12344400
44.0,49.0,12348000
33.0,35.0,12351600
22.0,19.0,12355200
18.0,10.0,12358800
19.0,7.0,12362400
23.0,7.0,12366000
41.0,11.0,12369600
78.0,26.0,12373200
91.0,48.0,12376800
92.0,71.0,12380400
88.0,75.0,12384000
82.0,72.0,12387600
79.0,72.0,12391200
74.0,76.0,12394800
68.0,82.0,12398400
66.0,88.0,12402000
68.0,97.0,12405600
68.0,95.0,12409200
73.0,92.0,12412800
75.0,89.0,12416400
68.0,89.0,12420000
54.0,82.0,12423600
49.0,69.0,12427200
48.0,61.0,12430800
44.0,49.0,12434400
33.0,35.0,12438000
22.0,19.0,12441600
18.0,10.0,12445200
19.0,7.0,12448800
23.0,7.0,12452400
41.0,11.0,12456000
78.0,26.0,12459600
91.0,48.0,12463200
92.0,71.0,12466800
88.0,75.0,12470400
82.0,72.0,12474000
79.0,72.0,12477600
74.0,76.0,12481200
68.0,82.0,12484800
66.0,88.0,12488400
68.0,97.0,12492000
68.0,95.0,12495600
73.0,92.0,12499200
75.0,89.0,12502800
68.0,89.0,12506400
54.0,82.0,12510000
49.0,69.0,12513600
48.0,61.0,12517200
44.0,49.0,12520800
33.0,35.0,12524400
22.0,19.0,12528000
18.0,10.0,12531600
19.0,7.0,12535200
23.0,7.0,12538800
41.0,11.0,12542400
78.0,26.0,12546000
91.0,48.0,12549600
92.0,71.0,12553200
88.0,75.0,12556800
82.0,72.0,12560400
79.0,72.0,12564000
74.0,76.0,12567600
68.0,82.0,12571200
66.0,88.0,12574800
68.0,97.0,12578400
68.0,95.0,12582000
73.0,92.0,12585600
75.0,89.0,12589200
68.0,89.0,12592800
54.0,82.0,12596400
49.0,69.0,12600000
48.0,61.0,12603600
44.0,49.0,12607200
33.0,35.0,12610800
22.0,19.0,12614400
18.0,10.0,12618000
19.0,7.0,12621600
23.0,7.0,12625200
41.0,11.0,12628800
78.0,26.0,12632400
91.0,48.0,12636000
92.0,71.0,12639600
88.0,75.0,12643200
82.0,72.0,12646800
79.0,72.0,12650400
74.0,76.0,12654000
68.0,82.0,12657600
66.0,88.0,12661200
68.0,97.0,12664800
68.0,95.0,12668400
73.0,92.0,12672000
75.0,89.0,12675600
68.0,89.0,12679200
54.0,82.0,12682800
49.0,69.0,12686400
48.0,61.0,12690000
44.0,49.0,12693600
33.0,35.0,12697200
22.0,19.0,12700800
18.0,10.0,12704400
19.0,7.0,12708000
23.0,7.0,12711600
41.0,11.0,12715200
78.0,26.0,12718800
91.0,48.0,12722400
92.0,71.0,12726000
88.0,75.0,12729600
82.0,72.0,12733200
79.0,72.0,12736800
74.0,76.0,12740400
68.0,82.0,12744000
66.0,88.0,12747600
68.0,97.0,12751200
68.0,95.0,12754800
73.0,92.0,12758400
75.0,89.0,12762000
68.0,89.0,12765600
54.0,82.0,12769200
49.0,69.0,12772800
48.0,61.0,12776400
44.0,49.0,12780000
33.0,35.0,12783600
22.0,19.0,12787200
18.0,10.0,12790800
19.0,7.0,12794400
23.0,7.0,12798000
41.0,11.0,12801600
78.0,26.0,12805200
91.0,48.0,12808800
92.0,71.0,12812400
88.0,75.0,12816000
82.0,72.0,12819600
79.0,72.0,12823200
74.0,76.0,12826800
68.0,82.0,12830400
66.0,88.0,12834000
68.0,97.0,12837600
68.0,95.0,12841200
73.0,92.0,12844800
75.0,89.0,12848400
68.0,89.0,12852000
54.0,82.0,12855600
49.0,69.0,12859200
48.0,61.0,12862800
44.0,49.0,12866400
33.0,35.0,12870000
22.0,19.0,12873600
18.0,10.0,12877200
19.0,7.0,12880800
23.0,7.0,12884400
41.0,11.0,12888000
78.0,26.0,12891600
91.0,48.0,12895200
92.0,71.0,12898800
88.0,75.0,12902400
82.0,72.0,12906000
79.0,72.0,12909600
74.0,76.0,12913200
68.0,82.0,12916800
66.0,88.0,12920400
68.0,97.0,12924000
68.0,95.0,12927600
73.0,92.0,12931200
75.0,89.0,12934800
68.0,89.0,12938400
54.0,82.0,12942000
49.0,69.0,12945600
48.0,61.0,12949200
44.0,49.0,12952800
33.0,35.0,12956400
22.0,19.0,12960000
18.0,10.0,12963600
19.0,7.0,12967200
23.0,7.0,12970800
41.0,11.0,12974400
78.0,26.0,12978000
91.0,48.0,12981600
92.0,71.0,12985200
88.0,75.0,12988800
82.0,72.0,12992400
79.0,72.0,12996000
74.0,76.0,12999600
68.0,82.0,13003200
66.0,88.0,13006800
68.0,97.0,13010400
68.0,95.0,13014000
73.0,92.0,13017600
75.0,89.0,13021200
68.0,89.0,13024800
54.0,82.0,13028400
49.0,69.0,13032000
48.0,61.0,13035600
44.0,49.0,13039200
33.0,35.0,13042800
22.0,19.0,13046400
18.0,10.0,13050000
19.0,7.0,13053600
23.0,7.0,13057200
41.0,11.0,13060800
78.0,26.0,13064400
91.0,48.0,13068000
92.0,71.0,13071600
88.0,75.0,13075200
82.0,72.0,13078800
79.0,72.0,13082400
74.0,76.0,13086000
68.0,82.0,13089600
66.0,88.0,13093200
68.0,97.0,13096800
68.0,95.0,13100400
73.0,92.0,13104000
75.0,89.0,13107600
68.0,89.0,13111200
54.0,82.0,13114800
49.0,69.0,13118400
48.0,61.0,13122000
44.0,49.0,13125600
33.0,35.0,13129200
22.0,19.0,13132800
18.0,10.0,13136400
19.0,7.0,13140000
23.0,7.0,13143600
41.0,11.0,13147200
78.0,26.0,13150800
91.0,48.0,13154400
92.0,71.0,13158000
88.0,75.0,13161600
82.0,72.0,13165200
79.0,72.0,13168800
74.0,76.0,13172400
68.0,82.0,13176000
66.0,88.0,13179600
68.0,97.0,13183200
68.0,95.0,13186800
73.0,92.0,13190400
75.0,89.0,13194000
68.0,89.0,13197600
54.0,82.0,13201200
49.0,69.0,13204800
48.0,61.0,13208400
44.0,49.0,13212000
33.0,35.0,13215600
22.0,19.0,13219200
18.0,10.0,13222800
19.0,7.0,13226400
23.0,7.0,13230000
41.0,11.0,13233600
78.0,26.0,13237200
91.0,48.0,13240800
92.0,71.0,13244400
88.0,75.0,13248000
82.0,72.0,13251600
79.0,72.0,13255200
74.0,76.0,13258800
68.0,82.0,13262400
66.0,88.0,13266000
68.0,97.0,13269600
68.0,95.0,13273200
73.0,92.0,13276800
75.0,89.0,13280400
68.0,89.0,13284000
54.0,82.0,13287600
49.0,69.0,13291200
48.0,61.0,13294800
44.0,49.0,13298400
33.0,35.0,13302000
22.0,19.0,13305600
18.0,10.0,13309200
19.0,7.0,13312800
23.0,7.0,13316400
41.0,11.0,13320000
78.0,26.0,13323600
91.0,48.0,13327200
92.0,71.0,13330800
88.0,75.0,13334400
82.0,72.0,13338000
79.0,72.0,13341600
74.0,76.0,13345200
68.0,82.0,13348800
66.0,88.0,13352400
68.0,97.0,13356000
68.0,95.0,13359600
73.0,92.0,13363200
75.0,89.0,13366800
68.0,89.0,13370400
54.0,82.0,13374000
49.0,69.0,13377600
48.0,61.0,13381200
44.0,49.0,13384800
33.0,35.0,13388400
22.0,19.0,13392000
18.0,10.0,13395600
19.0,7.0,13399200
23.0,7.0,13402800
41.0,11.0,13406400
78.0,26.0,13410000
91.0,48.0,13413600
92.0,71.0,13417200
88.0,75.0,13420800
82.0,72.0,13424400
79.0,72.0,13428000
74.0,76.0,13431600
68.0,82.0,13435200
66.0,88.0,13438800
68.0,97.0,13442400
68.0,95.0,13446000
73.0,92.0,13449600
75.0,89.0,13453200
68.0,89.0,13456800
54.0,82.0,13460400
49.0,69.0,13464000
48.0,61.0,13467600
44.0,49.0,13471200
33.0,35.0,13474800
22.0,19.0,13478400
18.0,10.0,13482000
19.0,7.0,13485600
23.0,7.0,13489200
41.0,11.0,13492800
78.0,26.0,13496400
91.0,48.0,13500000
92.0,71.0,13503600
88.0,75.0,13507200
82.0,72.0,13510800
79.0,72.0,13514400
74.0,76.0,13518000
68.0,82.0,13521600
66.0,88.0,13525200
68.0,97.0,13528800
68.0,95.0,13532400
73.0,92.0,13536000
75.0,89.0,13539600
68.0,89.0,13543200
54.0,82.0,13546800
49.0,69.0,13550400
48.0,61.0,13554000
44.0,49.0,13557600
33.0,35.0,13561200
22.0,19.0,13564800
18.0,10.0,13568400
19.0,7.0,13572000
23.0,7.0,13575600
41.0,11.0,13579200
78.0,26.0,13582800
91.0,48.0,13586400
92.0,71.0,13590000
88.0,75.0,13593600
82.0,72.0,13597200
79.0,72.0,13600800
74.0,76.0,13604400
68.0,82.0,13608000
66.0,88.0,13611600
68.0,97.0,13615200
68.0,95.0,13618800
73.0,92.0,13622400
75.0,89.0,13626000
68.0,89.0,13629600
54.0,82.0,13633200
49.0,69.0,13636800
48.0,61.0,13640400
44.0,49.0,13644000
33.0,35.0,13647600
22.0,19.0,13651200
18.0,10.0,13654800
19.0,7.0,13658400
23.0,7.0,13662000
41.0,11.0,13665600
78.0,26.0,13669200
91.0,48.0,13672800
92.0,71.0,13676400
88.0,75.0,13680000
82.0,72.0,13683600
79.0,72.0,13687200
74.0,76.0,13690800
68.0,82.0,13694400
66.0,88.0,13698000
68.0,97.0,13701600
68.0,95.0,13705200
73.0,92.0,13708800
75.0,89.0,13712400
68.0,89.0,13716000
54.0,82.0,13719600
49.0,69.0,13723200
48.0,61.0,13726800
44.0,49.0,13730400
33.0,35.0,13734000
22.0,19.0,13737600
18.0,10.0,13741200
19.0,7.0,13744800
23.0,7.0,13748400
41.0,11.0,13752000
78.0,26.0,13755600
91.0,48.0,13759200
92.0,71.0,13762800
88.0,75.0,13766400
82.0,72.0,13770000
79.0,72.0,13773600
74.0,76.0,13777200
68.0,82.0,13780800
66.0,88.0,13784400
68.0,97.0,13788000
68.0,95.0,13791600
73.0,92.0,13795200
75.0,89.0,13798800
68.0,89.0,13802400
54.0,82.0,13806000
49.0,69.0,13809600
48.0,61.0,13813200
44.0,49.0,13816800
33.0,35.0,13820400
22.0,19.0,13824000
18.0,10.0,13827600
19.0,7.0,13831200
23.0,7.0,13834800
41.0,11.0,13838400
78.0,26.0,13842000
91.0,48.0,13845600
92.0,71.0,13849200
88.0,75.0,13852800
82.0,72.0,13856400
79.0,72.0,13860000
74.0,76.0,13863600
68.0,82.0,13867200
66.0,88.0,13870800
68.0,97.0,13874400
68.0,95.0,13878000
73.0,92.0,13881600
75.0,89.0,13885200
68.0,89.0,13888800
54.0,82.0,13892400
49.0,69.0,13896000
48.0,61.0,13899600
44.0,49.0,13903200
33.0,35.0,13906800
22.0,19.0,13910400
18.0,10.0,13914000
19.0,7.0,13917600
23.0,7.0,13921200
41.0,11.0,13924800
78.0,26.0,13928400
91.0,48.0,13932000
92.0,71.0,13935600
88.0,75.0,13939200
82.0,72.0,13942800
79.0,72.0,13946400
74.0,76.0,13950000
68.0,82.0,13953600
66.0,88.0,13957200
68.0,97.0,13960800
68.0,95.0,13964400
73.0,92.0,13968000
75.0,89.0,13971600
68.0,89.0,13975200
54.0,82.0,13978800
49.0,69.0,13982400
48.0,61.0,13986000
44.0,49.0,13989600
33.0,35.0,13993200
22.0,19.0,13996800
18.0,10.0,14000400
19.0,7.0,14004000
23.0,7.0,14007600
41.0,11.0,14011200
78.0,26.0,14014800
91.0,48.0,14018400
92.0,71.0,14022000
88.0,75.0,14025600
82.0,72.0,14029200
79.0,72.0,14032800
74.0,76.0,14036400
68.0,82.0,14040000
66.0,88.0,14043600
68.0,97.0,14047200
68.0,95.0,14050800
73.0,92.0,14054400
75.0,89.0,14058000
68.0,89.0,14061600
54.0,82.0,14065200
49.0,69.0,14068800
48.0,61.0,14072400
44.0,49.0,14076000
33.0,35.0,14079600
22.0,19.0,14083200
18.0,10.0,14086800
19.0,7.0,14090400
23.0,7.0,14094000
41.0,11.0,14097600
78.0,26.0,14101200
91.0,48.0,14104800
92.0,71.0,14108400
88.0,75.0,14112000
82.0,72.0,14115600
79.0,72.0,14119200
74.0,76.0,14122800
68.0,82.0,14126400
66.0,88.0,14130000
68.0,97.0,14133600
68.0,95.0,14137200
73.0,92.0,14140800
75.0,89.0,14144400
68.0,89.0,14148000
54.0,82.0,14151600
49.0,69.0,14155200
48.0,61.0,14158800
44.0,49.0,14162400
33.0,35.0,14166000
22.0,19.0,14169600
18.0,10.0,14173200
19.0,7.0,14176800
23.0,7.0,14180400
41.0,11.0,14184000
78.0,26.0,14187600
91.0,48.0,14191200
92.0,71.0,14194800
88.0,75.0,14198400
82.0,72.0,14202000
79.0,72.0,14205600
74.0,76.0,14209200
68.0,82.0,14212800
66.0,88.0,14216400
68.0,97.0,14220000
68.0,95.0,14223600
73.0,92.0,14227200
75.0,89.0,14230800
68.0,89.0,14234400
54.0,82.0,14238000
49.0,69.0,14241600
48.0,61.0,14245200
44.0,49.0,14248800
33.0,35.0,14252400
22.0,19.0,14256000
18.0,10.0,14259600
19.0,7.0,14263200
23.0,7.0,14266800
41.0,11.0,14270400
78.0,26.0,14274000
91.0,48.0,14277600
92.0,71.0,14281200
88.0,75.0,14284800
82.0,72.0,14288400
79.0,72.0,14292000
74.0,76.0,14295600
68.0,82.0,14299200
66.0,88.0,14302800
68.0,97.0,14306400
68.0,95.0,14310000
73.0,92.0,14313600
75.0,89.0,14317200
68.0,89.0,14320800
54.0,82.0,14324400
49.0,69.0,14328000
48.0,61.0,14331600
44.0,49.0,14335200
33.0,35.0,14338800
22.0,19.0,14342400
18.0,10.0,14346000
19.0,7.0,14349600
23.0,7.0,14353200
41.0,11.0,14356800
78.0,26.0,14360400
91.0,48.0,14364000
92.0,71.0,14367600
88.0,75.0,14371200
82.0,72.0,14374800
79.0,72.0,14378400
74.0,76.0,14382000
68.0,82.0,14385600
66.0,88.0,14389200
68.0,97.0,14392800
68.0,95.0,14396400
73.0,92.0,14400000
75.0,89.0,14403600
68.0,89.0,14407200
54.0,82.0,14410800
49.0,69.0,14414400
48.0,61.0,14418000
44.0,49.0,14421600
33.0,35.0,14425200
22.0,19.0,14428800
18.0,10.0,14432400
19.0,7.0,14436000
23.0,7.0,14439600
41.0,11.0,14443200
78.0,26.0,14446800
91.0,48.0,14450400
92.0,71.0,14454000
88.0,75.0,14457600
82.0,72.0,14461200
79.0,72.0,14464800
74.0,76.0,14468400
68.0,82.0,14472000
66.0,88.0,14475600
68.0,97.0,14479200
68.0,95.0,14482800
73.0,92.0,14486400
75.0,89.0,14490000
68.0,89.0,14493600
54.0,82.0,14497200
49.0,69.0,14500800
48.0,61.0,14504400
44.0,49.0,14508000
33.0,35.0,14511600
22.0,19.0,14515200
18.0,10.0,14518800
19.0,7.0,14522400
23.0,7.0,14526000
41.0,11.0,14529600
78.0,26.0,14533200
91.0,48.0,14536800
92.0,71.0,14540400
88.0,75.0,14544000
82.0,72.0,14547600
79.0,72.0,14551200
74.0,76.0,14554800
68.0,82.0,14558400
66.0,88.0,14562000
68.0,97.0,14565600
68.0,95.0,14569200
73.0,92.0,14572800
75.0,89.0,14576400
68.0,89.0,14580000
54.0,82.0,14583600
49.0,69.0,14587200
48.0,61.0,14590800
44.0,49.0,14594400
33.0,35.0,14598000
22.0,19.0,14601600
18.0,10.0,14605200
19.0,7.0,14608800
23.0,7.0,14612400
41.0,11.0,14616000
78.0,26.0,14619600
91.0,48.0,14623200
92.0,71.0,14626800
88.0,75.0,14630400
82.0,72.0,14634000
79.0,72.0,14637600
74.0,76.0,14641200
68.0,82.0,14644800
66.0,88.0,14648400
68.0,97.0,14652000
68.0,95.0,14655600
73.0,92.0,14659200
75.0,89.0,14662800
68.0,89.0,14666400
54.0,82.0,14670000
49.0,69.0,14673600
48.0,61.0,14677200
44.0,49.0,14680800
33.0,35.0,14684400
22.0,19.0,14688000
18.0,10.0,14691600
19.0,7.0,14695200
23.0,7.0,14698800
41.0,11.0,14702400
78.0,26.0,14706000
91.0,48.0,14709600
92.0,71.0,14713200
88.0,75.0,14716800
82.0,72.0,14720400
79.0,72.0,14724000
74.0,76.0,14727600
