locationname,datetime,temp,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility
HHR,2023-04-05T15:00:00,65,16.1,6.213856,4.363323125,1019.3,0.2,9.9
HHR,2023-04-05T16:00:00,64.1,16.1,4.604512,4.712388975,1018.7,0.2,9.9
HHR,2023-04-05T17:00:00,65,20.8,5.722112,4.712388975,1018.1,0.3,9.9
HHR,2023-04-05T18:00:00,62.9,19.7,4.112768,4.8869219,1017.9,0.5,9.9
HHR,2023-04-05T19:00:00,62.9,16.1,3.621024,4.712388975,1017.8,0.5,9.9
HHR,2023-04-05T20:00:00,61.1,16.1,2.637536,5.23598775,1017.8,0.5,9.9
HHR,2023-04-05T21:00:00,61.1,16.1,2.592832,4.363323125,1018.1,0.3,9.9
HHR,2023-04-05T22:00:00,60.2,16.1,0,6.2831853,1018.2,0.5,9.9
HHR,2023-04-05T23:00:00,60.2,1.1,0,0,1018.4,0.5,9.9
HHR,2023-04-06T00:00:00,57.8,1.1,0,0.017453293,1018.5,0.5,9.9
HHR,2023-04-06T01:00:00,56,1.1,0,0.017453293,1019,0.5,8.7
HHR,2023-04-06T02:00:00,55.1,2.2,0,0,1018.6,0.2,9.9
HHR,2023-04-06T03:00:00,55.1,2.2,0,0,1018,0.3,9.9
HHR,2023-04-06T04:00:00,53.9,2.2,0,0,1017.9,0.2,9.9
HHR,2023-04-06T05:00:00,53.9,8.1,0,0,1017.9,0.2,9.9
HHR,2023-04-06T06:00:00,53,8.1,0,0,1018.1,0.2,9.9
HHR,2023-04-06T07:00:00,53.9,8.1,0,0.017453293,1018.4,0.2,9.9
HHR,2023-04-06T08:00:00,57.4,6.9,0,0.017453293,1018.9,15.2,2.5
HHR,2023-04-06T09:00:00,64.1,6.9,1.519936,1.04719755,1018.5,0.3,5
HHR,2023-04-06T10:00:00,68,6.9,0,0.017453293,1018.4,0.3,9.9
HHR,2023-04-06T11:00:00,71,15,0,0,1018.6,0.5,9.9
HHR,2023-04-06T12:00:00,71.9,15,2.101088,4.53785605,1018.4,0.5,9.9
HHR,2023-04-06T13:00:00,74,15,3.12928,4.53785605,1017.8,0.5,9.9
HHR,2023-04-06T14:00:00,73.1,12.8,4.112768,4.53785605,1017.4,0.3,9.9
HHR,2023-04-06T15:00:00,71.9,12.8,5.096256,4.1887902,1016.7,0.2,9.9
HHR,2023-04-06T16:00:00,71,12.8,5.722112,4.53785605,1016.2,0.2,9.9
HHR,2023-04-06T17:00:00,69.1,20.8,6.213856,4.53785605,1016.2,0.2,9.9
HHR,2023-04-06T18:00:00,69.1,16.1,6.213856,4.363323125,1016.2,0.2,9.9
HHR,2023-04-06T19:00:00,65.9,16.1,4.112768,4.1887902,1016.3,0.2,9.9
HHR,2023-04-06T20:00:00,62,18.3,3.621024,4.8869219,1016.5,0.2,9.9
HHR,2023-04-06T21:00:00,62,12.8,2.101088,4.8869219,1016.4,0.3,9.9
HHR,2023-04-06T22:00:00,61,12.8,2.592832,4.53785605,1017,0.3,9.9
HHR,2023-04-06T23:00:00,60.1,5.8,0,6.265732008,1016.8,0.3,9.9
HHR,2023-04-07T00:00:00,57.8,5.8,0,6.248278715,1016.9,0.3,9.9
HHR,2023-04-07T01:00:00,56.9,5.8,0,0.034906585,1016.9,0.5,9.9
HHR,2023-04-07T02:00:00,57.8,4.7,0,0.017453293,1016.6,0.5,9.9
HHR,2023-04-07T03:00:00,56.9,4.7,0,0,1016.5,0.5,9.9
HHR,2023-04-07T04:00:00,57.8,5.8,0,6.265732008,1016.7,0.5,9.9
HHR,2023-04-07T05:00:00,57.8,4.7,0,6.248278715,1016.7,0.5,9.9
HHR,2023-04-07T06:00:00,57.8,4.7,0,0.017453293,1016.5,0.5,9.9
HHR,2023-04-07T07:00:00,57.8,4.7,0,0.017453293,1017,0.5,9.9
HHR,2023-04-07T08:00:00,57.8,4.7,0,0,1017.8,0.5,9.9
HHR,2023-04-07T09:00:00,62,4.7,0,0,1018.1,0.3,9.9
HHR,2023-04-07T10:00:00,64.1,4.7,0,0,1018,0.2,9.9
HHR,2023-04-07T11:00:00,68,9.2,0,0.034906585,1017.9,0.2,9.9
HHR,2023-04-07T12:00:00,70,9.2,5.096256,4.1887902,1017.7,0.3,9.9
HHR,2023-04-07T13:00:00,69.1,9.2,4.604512,4.363323125,1017.6,0.3,9.9
HHR,2023-04-07T14:00:00,68,21.9,6.169152,4.363323125,1017.4,0.3,9.9
HHR,2023-04-07T15:00:00,66.8,17.2,5.677408,4.363323125,1017,0.3,9.9
HHR,2023-04-07T16:00:00,66.8,21.9,6.213856,4.363323125,1016.6,0.3,9.9
HHR,2023-04-07T17:00:00,65.9,19.7,6.213856,4.53785605,1016.4,0.3,9.9
HHR,2023-04-07T18:00:00,65,18.3,3.621024,4.8869219,1016.4,0.3,9.9
HHR,2023-04-07T19:00:00,64.1,16.1,3.621024,4.8869219,1016.5,0.3,9.9
HHR,2023-04-07T20:00:00,60.1,16.1,2.101088,4.712388975,1016.8,0.3,9.9
HHR,2023-04-07T21:00:00,61,16.1,4.604512,4.363323125,1017.3,0.3,9.9
HHR,2023-04-07T22:00:00,60.1,16.1,3.084576,4.363323125,1017.5,0.3,9.9
HHR,2023-04-07T23:00:00,59,6.9,1.519936,5.23598775,1017.5,0.3,9.9
HHR,2023-04-08T00:00:00,59,6.9,1.519936,4.53785605,1017.7,0,9.9
HHR,2023-04-08T01:00:00,57.8,6.9,0.044704,6.265732008,1017.7,0,9.9
HHR,2023-04-08T02:00:00,56.9,3.4,2.101088,5.061454825,1017.5,0,9.9
HHR,2023-04-08T03:00:00,56,3.4,0,6.265732008,1017.4,0,9.9
HHR,2023-04-08T04:00:00,56,4.7,0,0,1017.2,0.2,9.9
HHR,2023-04-08T05:00:00,56,8.1,0,0.017453293,1017.3,0.5,9.9
HHR,2023-04-08T06:00:00,56,8.1,0,0.034906585,1017.5,27.6,9.9
HHR,2023-04-08T07:00:00,56,8.1,0,0,1017.9,88.7,9.9
HHR,2023-04-08T08:00:00,59,10.3,0,0,1018.5,0.5,9.9
HHR,2023-04-08T09:00:00,59,10.3,0,0.034906585,1018.9,99.9,9.9
HHR,2023-04-08T10:00:00,62,10.3,1.475232,0,1018.9,50,9.9
HHR,2023-04-08T11:00:00,64.1,15,0,0,1018.7,0.2,9.9
HHR,2023-04-08T12:00:00,66.8,15,3.621024,4.712388975,1018.9,0.2,9.9
HHR,2023-04-08T13:00:00,66.8,15,4.604512,4.1887902,1018.4,0.2,9.9
HHR,2023-04-08T14:00:00,65.9,16.1,5.096256,4.363323125,1018.3,0.3,9.9
HHR,2023-04-08T15:00:00,65.9,20.8,6.213856,4.1887902,1018.2,0.3,9.9
HHR,2023-04-08T16:00:00,65,19.5,4.604512,4.712388975,1017.7,0.3,9.9
HHR,2023-04-08T17:00:00,62.9,19.5,6.213856,4.1887902,1017.7,0.5,9.9
HHR,2023-04-08T18:00:00,62,19.5,5.677408,4.363323125,1017.7,27.9,9.9
HHR,2023-04-08T19:00:00,61,19.5,4.112768,4.363323125,1017.6,27.9,9.9
HHR,2023-04-08T20:00:00,60.1,15,3.12928,4.53785605,1018,0.3,9.9
HHR,2023-04-08T21:00:00,57.8,15,3.12928,4.363323125,1018.6,100,9.9
HHR,2023-04-08T22:00:00,59,11.4,3.084576,4.1887902,1019.1,89,9.9
HHR,2023-04-08T23:00:00,57.8,6.9,2.101088,4.1887902,1019.4,99.5,9.9
HHR,2023-04-09T00:00:00,57.8,6.9,3.621024,4.1887902,1019.3,88.9,9.9
HHR,2023-04-09T01:00:00,56,6.9,2.101088,4.53785605,1019.4,100,9.9
HHR,2023-04-09T02:00:00,56,5.8,0,6.265732008,1019.4,100,4.9
HHR,2023-04-09T03:00:00,56,6.9,1.519936,4.8869219,1019.1,100,4.9
HHR,2023-04-09T04:00:00,55.1,6.9,0,0,1018.8,100,3.7
HHR,2023-04-09T05:00:00,55.1,6.9,0,0.017453293,1018.8,100,2.5
HHR,2023-04-09T06:00:00,55.1,6.9,0,0,1019,100,3.7
HHR,2023-04-09T07:00:00,56,6.9,0,0,1019.6,100,3.7
HHR,2023-04-09T08:00:00,56,5.8,0,0,1020.1,100,3.7
HHR,2023-04-09T09:00:00,56.9,5.8,2.101088,3.4906585,1020.7,100,5
HHR,2023-04-09T10:00:00,59,5.8,1.519936,3.682644718,1020.9,99.9,6.2
HHR,2023-04-09T11:00:00,62.9,12.8,0,6.265732008,1020.8,0.2,6.8
HHR,2023-04-09T12:00:00,65.9,12.8,2.101088,3.83972435,1020.4,0.2,8.1
HHR,2023-04-09T13:00:00,65,12.8,3.621024,4.1887902,1019.9,0.3,9.9
HHR,2023-04-09T14:00:00,65.9,16.1,3.12928,4.8869219,1019.2,0.5,9.9
HHR,2023-04-09T15:00:00,65.9,16.1,4.112768,4.712388975,1018.4,0.2,9.9
HHR,2023-04-09T16:00:00,65.9,16.1,4.604512,4.53785605,1017.7,0.3,9.9
HHR,2023-04-09T17:00:00,64.1,18.3,4.112768,4.712388975,1017.2,0.6,9.9
HHR,2023-04-09T18:00:00,61,16.1,3.12928,4.8869219,1017.1,0.5,9.9
HHR,2023-04-09T19:00:00,59,16.1,2.592832,4.8869219,1017.1,0.6,9.9
HHR,2023-04-09T20:00:00,57.8,16.1,2.101088,4.712388975,1017.3,99.9,9.9
HHR,2023-04-09T21:00:00,59,16.1,1.519936,4.712388975,1017.5,100,9.9
HHR,2023-04-09T22:00:00,56.9,16.1,1.519936,4.014257275,1018,99.9,8
HHR,2023-04-09T23:00:00,56.9,3.4,1.519936,4.8869219,1018.3,99.9,6.2
HHR,2023-04-10T00:00:00,56.9,3.4,0,6.248278715,1018.4,99.9,6.2
HHR,2023-04-10T01:00:00,57.8,3.4,0,0,1018,99.9,4.9
HHR,2023-04-10T02:00:00,57.8,3.4,0,0,1017.6,0.6,4.9
HHR,2023-04-10T03:00:00,56.9,3.4,1.519936,2.967059725,1017.3,0.3,4.9
HHR,2023-04-10T04:00:00,55.1,3.4,0,0,1017.3,99.8,0
HHR,2023-04-10T05:00:00,56,1.1,0,6.265732008,1017.5,100,1.9
HHR,2023-04-10T06:00:00,56,1.1,0,0,1017.6,100,1.9
HHR,2023-04-10T07:00:00,56,1.1,0,0,1018,100,1.2
HHR,2023-04-10T08:00:00,56,4.7,1.475232,1.919862175,1018.1,100,1.2
HHR,2023-04-10T09:00:00,56,4.7,1.475232,1.919862175,1018.3,100,1.2
HHR,2023-04-10T10:00:00,59,4.7,0,6.265732008,1018.1,100,2.5
HHR,2023-04-10T11:00:00,62.9,6.9,2.101088,4.363323125,1018.1,27.9,5
HHR,2023-04-10T12:00:00,66.8,6.9,2.101088,4.363323125,1017.7,0.2,6.8
HHR,2023-04-10T13:00:00,70,6.9,3.621024,4.363323125,1016.9,0.1,8.7
HHR,2023-04-10T14:00:00,69.1,16.1,4.604512,4.712388975,1016.7,0.3,8.1
HHR,2023-04-10T15:00:00,66.8,16.1,3.621024,4.8869219,1016.5,0.3,6.8
HHR,2023-04-10T16:00:00,65.9,16.1,3.12928,4.8869219,1016,0.6,9.9
HHR,2023-04-10T17:00:00,62.9,6.9,3.621024,4.712388975,1016.1,50.2,9.9
HHR,2023-04-10T18:00:00,60.1,6.9,4.112768,4.363323125,1016.4,27.9,8.7
HHR,2023-04-10T19:00:00,59,6.9,3.621024,4.53785605,1016.6,100,8
HHR,2023-04-10T20:00:00,57.8,4.7,2.101088,4.53785605,1017.1,100,8.7
HHR,2023-04-10T21:00:00,57.8,4.7,0,6.265732008,1017.6,100,8
HHR,2023-04-10T22:00:00,59,4.7,1.519936,3.665191425,1018.2,100,8
HHR,2023-04-10T23:00:00,57.8,3.4,0,0,1018,100,6.2
HHR,2023-04-11T00:00:00,59,3.4,0,0,1017.5,100,6.2
HHR,2023-04-11T01:00:00,59,3.4,0,0,1017.2,100,5
HHR,2023-04-11T02:00:00,57.8,3.4,0,6.265732008,1017,100,4.9
HHR,2023-04-11T03:00:00,56.9,4.7,1.519936,4.8869219,1016.7,100,2.5
HHR,2023-04-11T04:00:00,56.9,4.7,2.101088,4.014257275,1016.1,100,3.1
HHR,2023-04-11T05:00:00,56,2.2,0,0,1015.8,100,3.1
HHR,2023-04-11T06:00:00,56.9,2.2,0,6.248278715,1016,100,3.7
HHR,2023-04-11T07:00:00,56.9,2.2,0,0,1016.4,100,3.7
HHR,2023-04-11T08:00:00,56.9,4.7,0,0,1016.6,100,3.1
HHR,2023-04-11T09:00:00,57.8,5.8,2.101088,1.762782543,1017.1,100,3.1
HHR,2023-04-11T10:00:00,60.1,5.8,0,6.265732008,1017,100,3.1
HHR,2023-04-11T11:00:00,61.1,12.8,2.592832,4.53785605,1017.2,100,3.1
HHR,2023-04-11T12:00:00,62,12.8,2.101088,4.53785605,1016.9,99.9,5
HHR,2023-04-11T13:00:00,62.9,12.8,3.621024,4.1887902,1016.5,99.9,5
HHR,2023-04-11T14:00:00,64.1,16.1,4.112768,3.83972435,1015.9,27.9,6.8
HHR,2023-04-11T15:00:00,65,16.1,4.112768,4.53785605,1015.3,0.6,9.9
HHR,2023-04-11T16:00:00,64.1,16.1,5.096256,4.53785605,1014.8,0.6,9.9
HHR,2023-04-11T17:00:00,62,8.1,3.12928,4.8869219,1014.3,99.9,9.9
HHR,2023-04-11T18:00:00,61,8.1,3.621024,4.363323125,1014.2,89,8.7
HHR,2023-04-11T19:00:00,60.1,8.1,2.592832,4.8869219,1014.1,99.9,8
HHR,2023-04-11T20:00:00,57.8,4.7,3.084576,4.712388975,1014.3,100,8
HHR,2023-04-11T21:00:00,57.8,4.7,2.592832,4.1887902,1014.7,100,8.1
HHR,2023-04-11T22:00:00,56.9,4.7,2.101088,3.83972435,1015,100,9.9
HHR,2023-04-11T23:00:00,56.9,5.8,0,0,1014.9,100,9.9
HHR,2023-04-12T00:00:00,57.8,5.8,0,0.017453293,1014.4,100,6.2
HHR,2023-04-12T01:00:00,59,8.9,4.068064,1.74532925,1014.2,100,5
HHR,2023-04-12T02:00:00,57.8,17.9,3.084576,2.0943951,1013.6,100,6.8
HHR,2023-04-12T03:00:00,56.9,9.8,2.101088,2.44346095,1013.2,100,8
HHR,2023-04-12T04:00:00,57.8,9.8,3.084576,1.570796325,1012.6,100,8.7
HHR,2023-04-12T05:00:00,57.8,17,2.101088,1.74532925,1012.4,100,9.9
HHR,2023-04-12T06:00:00,57.8,8.1,1.519936,1.570796325,1012.5,100,9.9
HHR,2023-04-12T07:00:00,57.8,8.1,2.592832,2.268928025,1012.6,100,9.9
HHR,2023-04-12T08:00:00,59,8.1,2.592832,1.74532925,1012.8,100,9.9
HHR,2023-04-12T09:00:00,60.1,8.1,2.592832,1.3962634,1012.6,100,9.9
HHR,2023-04-12T10:00:00,61.1,8.1,2.592832,1.570796325,1012.7,100,9.9
HHR,2023-04-12T11:00:00,60.2,10.3,3.084576,2.268928025,1012.9,100,9.9
HHR,2023-04-12T12:00:00,60.2,10.3,1.519936,3.4906585,1012.8,100,9.9
HHR,2023-04-12T13:00:00,62,10.3,0,6.265732008,1012.3,100,9.9
HHR,2023-04-12T14:00:00,62,10.3,2.592832,2.460914243,1011.3,100,9.9
HHR,2023-04-12T15:00:00,62,10.3,2.101088,4.712388975,1010.7,100,9.9
HHR,2023-04-12T16:00:00,61.1,11.4,3.084576,4.712388975,1010.3,100,9.9
HHR,2023-04-12T17:00:00,61.1,12.8,2.101088,4.8869219,1009.8,100,9.9
HHR,2023-04-12T18:00:00,60.2,12.8,3.084576,4.363323125,1009.6,100,9.9
HHR,2023-04-12T19:00:00,60.2,12.8,2.592832,4.363323125,1009.4,100,9.9
HHR,2023-04-12T20:00:00,60.1,11.4,2.592832,4.363323125,1009.3,100,9.9
HHR,2023-04-12T21:00:00,59,11.4,1.519936,4.8869219,1009.6,100,3.1
HHR,2023-04-12T22:00:00,57.8,11.4,2.101088,4.712388975,1009.7,100,3.1
HHR,2023-04-12T23:00:00,56.9,5.8,2.101088,4.712388975,1009.5,100,5
HHR,2023-04-13T00:00:00,56,5.8,2.101088,4.014257275,1009.6,100,5
HHR,2023-04-13T01:00:00,56.9,5.8,1.519936,3.4906585,1009.4,100,6.8
HHR,2023-04-13T02:00:00,56.9,4.7,2.101088,4.1887902,1008.9,100,9.9
HHR,2023-04-13T03:00:00,56.9,7.2,2.592832,4.53785605,1009,100,9.9
HHR,2023-04-13T04:00:00,56.9,7.2,2.101088,4.712388975,1008.6,100,9.9
HHR,2023-04-13T05:00:00,56,7.2,1.519936,4.8869219,1008.5,100,9.9
HHR,2023-04-13T06:00:00,56.9,7.2,1.519936,4.1887902,1008.4,99.9,9.9
HHR,2023-04-13T07:00:00,56,7.2,0,6.265732008,1009.1,99.9,9.9
HHR,2023-04-13T08:00:00,56.9,3.4,2.101088,3.4906585,1009.6,99.9,9.9
HHR,2023-04-13T09:00:00,57.8,4.3,2.592832,3.83972435,1009.8,100,9.9
HHR,2023-04-13T10:00:00,59,5.4,2.592832,4.014257275,1010.2,100,9.9
HHR,2023-04-13T11:00:00,59,6.7,3.084576,4.53785605,1010.5,100,9.9
HHR,2023-04-13T12:00:00,59,6,2.592832,4.712388975,1010.7,100,9.9
HHR,2023-04-13T13:00:00,59,10.7,2.592832,4.712388975,1010.5,100,9.9
HHR,2023-04-13T14:00:00,59,10.7,2.592832,4.014257275,1010.6,100,9.9
HHR,2023-04-13T15:00:00,59,11.6,0,6.265732008,1010.2,99.9,9.9
HHR,2023-04-13T16:00:00,61,12.5,3.621024,2.635447168,1010,100,9.9
HHR,2023-04-13T17:00:00,61,12.1,5.096256,2.286381318,1009.8,99.9,9.9
HHR,2023-04-13T18:00:00,60.1,11,2.101088,4.014257275,1009.9,100,9.9
HHR,2023-04-13T19:00:00,59,10.7,2.101088,3.14159265,1010.7,100,9.9
HHR,2023-04-13T20:00:00,59,10.7,1.519936,4.74729556,1010.8,100,9.9
HHR,2023-04-13T21:00:00,57.8,8.9,2.101088,3.14159265,1011.4,100,8.7
HHR,2023-04-13T22:00:00,56.9,8.1,0,0,1012,100,5
HHR,2023-04-13T23:00:00,56.9,8.1,1.519936,2.251474733,1012,100,6.8
HHR,2023-04-14T00:00:00,56,8.1,2.101088,2.268928025,1011.7,100,3.1
HHR,2023-04-14T01:00:00,56.9,7.2,0,6.265732008,1012,100,8.7
HHR,2023-04-14T02:00:00,56.9,7.2,0,6.265732008,1012,100,9.9
HHR,2023-04-14T03:00:00,56.9,7.2,1.519936,3.665191425,1011.9,100,9.9
HHR,2023-04-14T04:00:00,56.9,7.2,2.592832,4.363323125,1011.9,100,9.9
HHR,2023-04-14T05:00:00,56.9,6.3,0,6.265732008,1011.8,100,9.9
HHR,2023-04-14T06:00:00,56.9,7.2,1.519936,4.8869219,1012,100,9.9
HHR,2023-04-14T07:00:00,56.9,7.2,0,6.265732008,1012.7,99.9,9.9
HHR,2023-04-14T08:00:00,57.8,6.3,0,0,1013.5,89,9.9
HHR,2023-04-14T09:00:00,59,6.3,3.084576,2.460914243,1014.1,99.9,9.9
HHR,2023-04-14T10:00:00,60.1,5.4,2.101088,2.286381318,1014.6,99.9,9.9
HHR,2023-04-14T11:00:00,61,6.3,3.57632,4.712388975,1015.3,99.9,9.9
HHR,2023-04-14T12:00:00,62.9,7.4,4.112768,4.014257275,1015.3,89,9.9
HHR,2023-04-14T13:00:00,62.1,9.2,2.637536,4.363323125,1015.3,99.9,9.9
HHR,2023-04-14T14:00:00,65,11.4,5.096256,4.014257275,1015.3,99.9,9.9
HHR,2023-04-14T15:00:00,65.9,12.8,4.112768,4.363323125,1015.1,89,9.9
HHR,2023-04-14T16:00:00,65,12.8,5.096256,4.53785605,1015,89,9.9
HHR,2023-04-14T17:00:00,62.9,11.4,3.621024,4.1887902,1014.8,89,9.9
HHR,2023-04-14T18:00:00,62.9,11.4,3.621024,4.712388975,1014.6,89,9.9
HHR,2023-04-14T19:00:00,61,11.4,3.12928,4.712388975,1014.9,27.9,9.9
HHR,2023-04-14T20:00:00,60.1,11.4,3.621024,4.363323125,1015.2,27.6,9.9
HHR,2023-04-14T21:00:00,59,11.4,2.101088,5.061454825,1015.9,0.3,9.9
HHR,2023-04-14T22:00:00,59,11.4,2.101088,4.8869219,1016.8,88.8,9.9
HHR,2023-04-14T23:00:00,59,4.7,2.592832,4.53785605,1017,99.9,9.9
HHR,2023-04-15T00:00:00,57.8,4.7,2.101088,4.014257275,1017.3,99.6,9.9
HHR,2023-04-15T01:00:00,57.8,4.7,0,6.265732008,1017.6,0.2,9.9
HHR,2023-04-15T02:00:00,56.9,6.9,0,6.265732008,1017.5,0.2,9.9
HHR,2023-04-15T03:00:00,56,6.9,0,0.017453293,1017.3,0.2,9.9
HHR,2023-04-15T04:00:00,55.1,6.9,0,0,1017.6,0,9.9
HHR,2023-04-15T05:00:00,53.9,2.2,0,0.017453293,1018.1,0,9.9
HHR,2023-04-15T06:00:00,53.9,2.2,0,0.017453293,1018.2,0.2,8.7
HHR,2023-04-15T07:00:00,53.9,2.2,0,0.017453293,1018.8,0.2,8.7
HHR,2023-04-15T08:00:00,57.8,4.7,0,0.017453293,1019.7,0.2,8.7
HHR,2023-04-15T09:00:00,60.2,4.7,0,0,1020.1,0.2,8.7
HHR,2023-04-15T10:00:00,62.1,4.7,0,0,1019.9,0.2,9.9
HHR,2023-04-15T11:00:00,65.9,9.2,2.101088,3.83972435,1019.7,0.2,9.9
HHR,2023-04-15T12:00:00,68,9.2,4.112768,4.712388975,1019.6,0.2,9.9
HHR,2023-04-15T13:00:00,65.9,9.2,6.169152,4.1887902,1019.5,0.2,9.9
HHR,2023-04-15T14:00:00,68,15,7.197344,4.363323125,1019.5,0.2,9.9
HHR,2023-04-15T15:00:00,66.8,20.8,5.722112,4.712388975,1019.4,0.2,9.9
HHR,2023-04-15T16:00:00,65.9,15,7.197344,4.363323125,1018.8,0.2,9.9
HHR,2023-04-15T17:00:00,65,19.7,4.604512,4.8869219,1018.3,0.2,9.9
HHR,2023-04-15T18:00:00,65,12.8,4.112768,4.712388975,1018.4,0.2,9.9
HHR,2023-04-15T19:00:00,62,12.8,3.12928,4.8869219,1018.5,0.2,9.9
HHR,2023-04-15T20:00:00,60.1,8.1,3.621024,4.712388975,1018.7,0.2,9.9
HHR,2023-04-15T21:00:00,59,8.1,3.621024,4.363323125,1019.5,0.2,9.9
HHR,2023-04-15T22:00:00,59,8.1,2.101088,4.1887902,1019.9,0.2,9.9
HHR,2023-04-15T23:00:00,57.8,8.1,2.101088,4.014257275,1020.3,0.2,9.9
HHR,2023-04-16T00:00:00,57.8,8.1,0,6.265732008,1020.1,0.2,9.9
HHR,2023-04-16T01:00:00,57.8,8.1,0,6.265732008,1020.1,0,9.9
HHR,2023-04-16T02:00:00,56,5.8,0,0,1019.3,0,9.9
HHR,2023-04-16T03:00:00,56,5.8,0,6.265732008,1018.8,0.2,9.9
HHR,2023-04-16T04:00:00,56.9,5.8,0,6.265732008,1018.6,99.9,9.9
HHR,2023-04-16T05:00:00,56.9,5.8,2.101088,4.014257275,1018.9,27.9,9.9
HHR,2023-04-16T06:00:00,57.8,5.8,2.592832,3.83972435,1019.1,100,9.9
HHR,2023-04-16T07:00:00,56.9,5.8,1.519936,2.967059725,1019.5,100,9.9
HHR,2023-04-16T08:00:00,57.8,6.9,2.592832,3.83972435,1020.1,100,9.9
HHR,2023-04-16T09:00:00,59,6.9,3.084576,4.363323125,1020.5,100,9.9
HHR,2023-04-16T10:00:00,60.1,6.9,2.101088,4.014257275,1020.7,100,9.9
HHR,2023-04-16T11:00:00,61,12.8,2.101088,4.53785605,1020.7,100,9.9
HHR,2023-04-16T12:00:00,62,10.3,3.12928,4.8869219,1020.5,100,9.9
HHR,2023-04-16T13:00:00,62.9,10.3,3.084576,4.53785605,1019.7,100,9.9
HHR,2023-04-16T14:00:00,62.9,16.1,3.621024,4.363323125,1019.2,50.2,9.9
HHR,2023-04-16T15:00:00,62.9,16.1,4.604512,4.53785605,1018.6,0.5,9.9
HHR,2023-04-16T16:00:00,62.9,16.1,5.677408,4.1887902,1017.8,0.6,9.9
HHR,2023-04-16T17:00:00,62,15,4.112768,4.1887902,1017.1,0.3,9.9
HHR,2023-04-16T18:00:00,62,15,5.096256,4.363323125,1016.7,0.5,9.9
HHR,2023-04-16T19:00:00,60.1,15,4.112768,4.1887902,1016.4,0.5,9.9
HHR,2023-04-16T20:00:00,59,9.2,2.592832,4.53785605,1016.1,89,9.9
HHR,2023-04-16T21:00:00,59,9.2,2.101088,3.83972435,1016.4,0.4,9.9
HHR,2023-04-16T22:00:00,57.8,9.2,1.519936,4.014257275,1016.7,27.6,9.9
HHR,2023-04-16T23:00:00,57.8,5.8,1.519936,4.363323125,1016.5,49.9,9.9
HHR,2023-04-17T00:00:00,57.8,5.8,0.044704,6.265732008,1016.3,99.6,9.9
HHR,2023-04-17T01:00:00,57.8,5.8,0,6.265732008,1016.5,99.6,9.9
HHR,2023-04-17T02:00:00,57.8,5.8,0,0,1016.3,99.9,9.9
HHR,2023-04-17T03:00:00,57.8,5.8,0,0,1015.8,100,9.9
HHR,2023-04-17T04:00:00,59,5.8,0,0.017453293,1014.9,100,9.9
HHR,2023-04-17T05:00:00,59,5.8,0,0,1014.9,100,9.9
HHR,2023-04-17T06:00:00,59,5.8,0,0,1015.3,100,8.7
HHR,2023-04-17T07:00:00,57.8,5.8,0,0.017453293,1015.3,100,9.9
HHR,2023-04-17T08:00:00,59,5.8,0,0.017453293,1015.8,100,8.7
HHR,2023-04-17T09:00:00,60.2,5.8,1.519936,2.617993875,1015.9,100,8.1
HHR,2023-04-17T10:00:00,61.1,5.8,2.592832,2.268928025,1015.7,100,8.7
HHR,2023-04-17T11:00:00,62,5.8,2.101088,4.1887902,1015.7,100,8.1
HHR,2023-04-17T12:00:00,62.9,5.8,3.621024,4.53785605,1015.6,100,9.9
HHR,2023-04-17T13:00:00,63,5.8,2.592832,4.712388975,1015.4,99.9,9.9
HHR,2023-04-17T14:00:00,64.1,15,3.621024,4.014257275,1014.7,89,9.9
HHR,2023-04-17T15:00:00,65,19.7,5.722112,4.53785605,1014.4,88.7,9.9
HHR,2023-04-17T16:00:00,65,15,3.621024,4.1887902,1013.7,27.5,9.9
HHR,2023-04-17T17:00:00,64.1,16.1,4.604512,4.1887902,1013.1,27.5,9.9
HHR,2023-04-17T18:00:00,62.9,16.1,4.604512,4.014257275,1013.1,49.9,9.9
HHR,2023-04-17T19:00:00,61.1,16.1,4.112768,4.014257275,1013.7,99.5,9.9
HHR,2023-04-17T20:00:00,60.1,16.1,4.112768,4.014257275,1013.7,99.7,9.9
HHR,2023-04-17T21:00:00,59,16.1,2.592832,4.014257275,1013.8,99.6,9.9
HHR,2023-04-17T22:00:00,59,16.1,1.519936,4.014257275,1014.2,99.9,9.9
HHR,2023-04-17T23:00:00,59,5.8,1.519936,4.1887902,1014.4,99.9,9.9
HHR,2023-04-18T00:00:00,59,5.8,1.519936,4.53785605,1015,99.9,9.9
HHR,2023-04-18T01:00:00,60.1,5.8,0,6.265732008,1014.8,99.9,9.9
HHR,2023-04-18T02:00:00,59,6.9,1.519936,4.53785605,1014.9,99.9,9.9
HHR,2023-04-18T03:00:00,60.1,6.9,0,6.265732008,1014.4,99.9,9.9
HHR,2023-04-18T04:00:00,60.1,6.9,1.475232,3.665191425,1014.3,99.9,9.9
HHR,2023-04-18T05:00:00,59,6.9,2.101088,4.014257275,1014.6,99.9,9.9
HHR,2023-04-18T06:00:00,59,6.9,1.519936,4.53785605,1015.1,99.9,9.9
HHR,2023-04-18T07:00:00,59,6.9,2.101088,4.712388975,1015.5,99.9,9.9
HHR,2023-04-18T08:00:00,59,6.9,1.519936,4.014257275,1015.7,89,9.9
